file_name,window_size,stdv,alt_min,received_alg,similarity
synthetic-2tps.wav,1,2.25,50, D D' D U D' U U U D D D D R R R R L L D L D' D D' L F F F F B D B D' D B D' B,74
synthetic-2tps.wav,1,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.5,50, D D' U U U U D D D D R R R R L L D L D' L F F F F B D B D' D B D' B,80
synthetic-2tps.wav,1,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.75,50, U U U U D D D D R R R R L L L L F F F F B D B D' B B,94
synthetic-2tps.wav,1,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,1,3,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,2,3,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,3,3,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,0.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,1.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.5,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,2.75,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,4,3,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,150, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,250, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,350, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,450, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.25,550, U U U U D D D D R R R R L L L L F F F F B B B B,99
synthetic-2tps.wav,5,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
