window_size,stdv,alt_min,received_alg,similarity
4,1.5,350, D D D D R R R R L L L L F F F F B B B B,92
4,1.5,450, D D' R R R R L L L L F F F F B B B B,86
4,1.5,550, D R R R R L D' L L L F F F F B B B B,81
4,1.75,50, U U D D D D U R R R R L L L L F F F U' F B D B D' B B B F' D',79
4,1.75,150, U U D D D D R R R R L L L L F F F F B D B D' B B,92
4,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
4,1.75,350, D D D D R R R R L L L L F F F F B B B B,92
4,1.75,450, D D' R R R R L L L L F F F F B B B B,86
4,1.75,550, D R R R R L D' L L L F F F F B B B B,81
4,2.0,50, U U D D D D R R R R L L L L F F F F B D B D' B B B F' D',85
4,2.0,150, U U D D D D R R R R L L L L F F F F B D B D' B B,92
4,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
4,2.0,350, D D D D R R R R L L L L F F F F B B B B,92
4,2.0,450, D D' R R R R L L L L F F F F B B B B,86
4,2.0,550, D R R R R L D' L L L F F F F B B B B,81
4,2.25,50, U U D D D D R R R R L L L L F F F F B D B D' B B B D',87
4,2.25,150, U D D D D R R R R L L L L F F F F B D B D' B B,89
4,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
4,2.25,350, D D D D R R R R L L L L F F F F B B B B,92
4,2.25,450, D D' R R R R L L L L F F F F B B B B,86
4,2.25,550, D R R R R L D' L L L F F F F B B B B,81
4,2.5,50, U D D D D R R R R L L L L F F F F B B B B B D',89
4,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
4,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
4,2.5,350, D D D D R R R R L L L L F F F F B B B B,92
4,2.5,450, D D' R R R R L L L L F F F F B B B B,86
4,2.5,550, D R R R R L D' L L L F F F F B B B B,81
4,2.75,50, U D D D D R R R R L L L L F F F F B B B B D',91
4,2.75,150, U D D D D R R R R L L L L F F F F B B B B,94
4,2.75,250, U D D D D R R R R L L L L F F F F B B B B,94
4,2.75,350, D D D D R R R R L L L L F F F F B B B B,92
4,2.75,450, D D' R R R R L L L L F F F F B B B B,86
4,2.75,550, D R R R R L D' L L L F F F F B B B B,81
4,3.0,50, D D D D R R R R L L L L F F F F B B B B D',89
4,3.0,150, D D D D R R R R L L L L F F F F B B B B,92
4,3.0,250, D D D D R R R R L L L L F F F F B B B B,92
4,3.0,350, D D D D R R R R L L L L F F F F B B B B,92
4,3.0,450, D D' R R R R L L L L F F F F B B B B,86
4,3.0,550, D R R R R L D' L L L F F F F B B B B,81
5,0.25,50, U U U U D D D D R R R R L L L L F F F U' F U B U' B U B B D',81
5,0.25,150, U U U D U D D D R R R R L L L L F F F F B B B B,97
5,0.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,0.25,350, D D D D R R R R L L L L F F F F B B B B,92
5,0.25,450, D D' R R R R L L L L F F F F B B B B,86
5,0.25,550, D R R R R L L L L F F F F B B B B,84
5,0.5,50, U U U U D D D D R R R R L L L L F F F U' F U B U' B U B B D',81
5,0.5,150, U U U D U D D D R R R R L L L L F F F F B B B B,97
5,0.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,0.5,350, D D D D R R R R L L L L F F F F B B B B,92
5,0.5,450, D D' R R R R L L L L F F F F B B B B,86
5,0.5,550, D R R R R L L L L F F F F B B B B,84
5,0.75,50, U U U U D D D D R R R R L L L L F F F U' F U B U' B U B B D',81
5,0.75,150, U U U D U D D D R R R R L L L L F F F F B B B B,97
5,0.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,0.75,350, D D D D R R R R L L L L F F F F B B B B,92
5,0.75,450, D D' R R R R L L L L F F F F B B B B,86
5,0.75,550, D R R R R L L L L F F F F B B B B,84
5,1.0,50, U U U U D D D D R R R R L L L L F F F U' F B B B B D',93
5,1.0,150, U U D U D D D R R R R L L L L F F F F B B B B,95
5,1.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.0,350, D D D D R R R R L L L L F F F F B B B B,92
5,1.0,450, D D' R R R R L L L L F F F F B B B B,86
5,1.0,550, D R R R R L L L L F F F F B B B B,84
5,1.25,50, U U D U D D D R R R R L L L L F F F U' F B B B B D',89
5,1.25,150, U U D D D D R R R U R L L L L F F F F B B B B,95
5,1.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.25,350, D D D D R R R R L L L L F F F F B B B B,92
5,1.25,450, D D' R R R R L L L L F F F F B B B B,86
5,1.25,550, D R R R R L L L L F F F F B B B B,84
5,1.5,50, U U D D D U D R R R R L L L L F F F U' F B B B B D',89
5,1.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.5,350, D D D D R R R R L L L L F F F F B B B B,92
5,1.5,450, D D' R R R R L L L L F F F F B B B B,86
5,1.5,550, D R R R R L L L L F F F F B B B B,84
5,1.75,50, U U D D D D U R R R R L L L L F F F F B B B B D',92
5,1.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,1.75,350, D D D D R R R R L L L L F F F F B B B B,92
5,1.75,450, D D' R R R R L L L L F F F F B B B B,86
5,1.75,550, D R R R R L L L L F F F F B B B B,84
5,2.0,50, U U D D D D R R R R L L L L F F F F B B B B D',94
5,2.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
5,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
5,2.0,350, D D D D R R R R L L L L F F F F B B B B,92
5,2.0,450, D D' R R R R L L L L F F F F B B B B,86
5,2.0,550, D R R R R L L L L F F F F B B B B,84
5,2.25,50, U U D D D D R R R R L L L L F F F F B B B B D',94
5,2.25,150, U D D D D R R R R L L L L F F F F B B B B,94
5,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
5,2.25,350, D D D D R R R R L L L L F F F F B B B B,92
5,2.25,450, D D' R R R R L L L L F F F F B B B B,86
5,2.25,550, D R R R R L L L L F F F F B B B B,84
5,2.5,50, U D D D D R R R R L L L L F F F F B B B B D',91
5,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
5,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
5,2.5,350, D D D D R R R R L L L L F F F F B B B B,92
5,2.5,450, D D' R R R R L L L L F F F F B B B B,86
5,2.5,550, D R R R R L L L L F F F F B B B B,84
5,2.75,50, U D D D D R R R R L L L L F F F F B B B B D',91
5,2.75,150, U D D D D R R R R L L L L F F F F B B B B,94
5,2.75,250, U D D D D R R R R L L L L F F F F B B B B,94
5,2.75,350, D D D D R R R R L L L L F F F F B B B B,92
5,2.75,450, D D' R R R R L L L L F F F F B B B B,86
5,2.75,550, D R R R R L L L L F F F F B B B B,84
5,3.0,50, D D D D R R R R L L L L F F F F B B B B D',89
5,3.0,150, D D D D R R R R L L L L F F F F B B B B,92
5,3.0,250, D D D D R R R R L L L L F F F F B B B B,92
5,3.0,350, D D D D R R R R L L L L F F F F B B B B,92
5,3.0,450, D D' R R R R L L L L F F F F B B B B,86
5,3.0,550, D R R R R L L L L F F F F B B B B,84
6,0.25,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
6,0.25,150, U U D U D D D R R R R L L L L F F F F B B B B,95
6,0.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,0.25,350, D D R R R R L L L L F F F F B B B B,87
6,0.25,450, D D' R R R R L L L L F F F F B B B B,86
6,0.25,550, D R R R R L L L L F F F F B B B B,84
6,0.5,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
6,0.5,150, U U D U D D D R R R R L L L L F F F F B B B B,95
6,0.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,0.5,350, D D R R R R L L L L F F F F B B B B,87
6,0.5,450, D D' R R R R L L L L F F F F B B B B,86
6,0.5,550, D R R R R L L L L F F F F B B B B,84
6,0.75,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
6,0.75,150, U U D U D D D R R R R L L L L F F F F B B B B,95
6,0.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,0.75,350, D D R R R R L L L L F F F F B B B B,87
6,0.75,450, D D' R R R R L L L L F F F F B B B B,86
6,0.75,550, D R R R R L L L L F F F F B B B B,84
6,1.0,50, U U U U D D D D R R R R L L L L F F F F B U' B B B,96
6,1.0,150, U U D U D D D R R R R L L L L F F F F B B B B,95
6,1.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.0,350, D D R R R R L L L L F F F F B B B B,87
6,1.0,450, D D' R R R R L L L L F F F F B B B B,86
6,1.0,550, D R R R R L L L L F F F F B B B B,84
6,1.25,50, U U D U D D D R R R R L L L L F F F F B U' B B B,92
6,1.25,150, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.25,350, D D R R R R L L L L F F F F B B B B,87
6,1.25,450, D D' R R R R L L L L F F F F B B B B,86
6,1.25,550, D R R R R L L L L F F F F B B B B,84
6,1.5,50, U U D D D U D R R R R L L L L F F F F B B B B,95
6,1.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.5,350, D D R R R R L L L L F F F F B B B B,87
6,1.5,450, D D' R R R R L L L L F F F F B B B B,86
6,1.5,550, D R R R R L L L L F F F F B B B B,84
6,1.75,50, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,1.75,350, D D R R R R L L L L F F F F B B B B,87
6,1.75,450, D D' R R R R L L L L F F F F B B B B,86
6,1.75,550, D R R R R L L L L F F F F B B B B,84
6,2.0,50, U U D D D D R R R R L L L L F F F F B B B B,97
6,2.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
6,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
6,2.0,350, D D R R R R L L L L F F F F B B B B,87
6,2.0,450, D D' R R R R L L L L F F F F B B B B,86
6,2.0,550, D R R R R L L L L F F F F B B B B,84
6,2.25,50, U D D D D R R R R L L L L F F F F B B B B,94
6,2.25,150, U D D D D R R R R L L L L F F F F B B B B,94
6,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
6,2.25,350, D D R R R R L L L L F F F F B B B B,87
6,2.25,450, D D' R R R R L L L L F F F F B B B B,86
6,2.25,550, D R R R R L L L L F F F F B B B B,84
6,2.5,50, U D D D D R R R R L L L L F F F F B B B B,94
6,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
6,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
6,2.5,350, D D R R R R L L L L F F F F B B B B,87
6,2.5,450, D D' R R R R L L L L F F F F B B B B,86
6,2.5,550, D R R R R L L L L F F F F B B B B,84
6,2.75,50, D D D D R R R R L L L L F F F F B B B B,92
6,2.75,150, D D D D R R R R L L L L F F F F B B B B,92
6,2.75,250, D D D D R R R R L L L L F F F F B B B B,92
6,2.75,350, D D R R R R L L L L F F F F B B B B,87
6,2.75,450, D D' R R R R L L L L F F F F B B B B,86
6,2.75,550, D R R R R L L L L F F F F B B B B,84
6,3.0,50, D D D D R R R R L L L L F F F F B B B B,92
6,3.0,150, D D D D R R R R L L L L F F F F B B B B,92
6,3.0,250, D D D D R R R R L L L L F F F F B B B B,92
6,3.0,350, D D R R R R L L L L F F F F B B B B,87
6,3.0,450, D D' R R R R L L L L F F F F B B B B,86
6,3.0,550, D R R R R L L L L F F F F B B B B,84
7,0.25,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
7,0.25,150, U U D D D D R R R U R L L L L F F F F B B B B,95
7,0.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,0.25,350, D D R R R R L L L L F F F F B B B B,87
7,0.25,450, D D' R R R R L L L L F F F F B B B B,86
7,0.25,550, R R R R L L L L F F F F B B B B,81
7,0.5,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
7,0.5,150, U U D D D D R R R U R L L L L F F F F B B B B,95
7,0.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,0.5,350, D D R R R R L L L L F F F F B B B B,87
7,0.5,450, D D' R R R R L L L L F F F F B B B B,86
7,0.5,550, R R R R L L L L F F F F B B B B,81
7,0.75,50, U U U U D D D D R R R R L L L L F F F F B U' B U B B,94
7,0.75,150, U U D D D D R R R U R L L L L F F F F B B B B,95
7,0.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,0.75,350, D D R R R R L L L L F F F F B B B B,87
7,0.75,450, D D' R R R R L L L L F F F F B B B B,86
7,0.75,550, R R R R L L L L F F F F B B B B,81
7,1.0,50, U U U U D D D D R R R R L L L L F F F F B U' B B B,96
7,1.0,150, U U D D D D R R R U R L L L L F F F F B B B B,95
7,1.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.0,350, D D R R R R L L L L F F F F B B B B,87
7,1.0,450, D D' R R R R L L L L F F F F B B B B,86
7,1.0,550, R R R R L L L L F F F F B B B B,81
7,1.25,50, U U D U D D D R R R R L L L L F F F F B B B B,95
7,1.25,150, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.25,350, D D R R R R L L L L F F F F B B B B,87
7,1.25,450, D D' R R R R L L L L F F F F B B B B,86
7,1.25,550, R R R R L L L L F F F F B B B B,81
7,1.5,50, U U D D D U D R R R R L L L L F F F F B B B B,95
7,1.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.5,350, D D R R R R L L L L F F F F B B B B,87
7,1.5,450, D D' R R R R L L L L F F F F B B B B,86
7,1.5,550, R R R R L L L L F F F F B B B B,81
7,1.75,50, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,1.75,350, D D R R R R L L L L F F F F B B B B,87
7,1.75,450, D D' R R R R L L L L F F F F B B B B,86
7,1.75,550, R R R R L L L L F F F F B B B B,81
7,2.0,50, U U D D D D R R R R L L L L F F F F B B B B,97
7,2.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
7,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
7,2.0,350, D D R R R R L L L L F F F F B B B B,87
7,2.0,450, D D' R R R R L L L L F F F F B B B B,86
7,2.0,550, R R R R L L L L F F F F B B B B,81
7,2.25,50, U D D D D R R R R L L L L F F F F B B B B,94
7,2.25,150, U D D D D R R R R L L L L F F F F B B B B,94
7,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
7,2.25,350, D D R R R R L L L L F F F F B B B B,87
7,2.25,450, D D' R R R R L L L L F F F F B B B B,86
7,2.25,550, R R R R L L L L F F F F B B B B,81
7,2.5,50, U D D D D R R R R L L L L F F F F B B B B,94
7,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
7,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
7,2.5,350, D D R R R R L L L L F F F F B B B B,87
7,2.5,450, D D' R R R R L L L L F F F F B B B B,86
7,2.5,550, R R R R L L L L F F F F B B B B,81
7,2.75,50, D D D D R R R R L L L L F F F F B B B B,92
7,2.75,150, D D D D R R R R L L L L F F F F B B B B,92
7,2.75,250, D D D D R R R R L L L L F F F F B B B B,92
7,2.75,350, D D R R R R L L L L F F F F B B B B,87
7,2.75,450, D D' R R R R L L L L F F F F B B B B,86
7,2.75,550, R R R R L L L L F F F F B B B B,81
7,3.0,50, D D D D R R R R L L L L F F F F B B B B,92
7,3.0,150, D D D D R R R R L L L L F F F F B B B B,92
7,3.0,250, D D D D R R R R L L L L F F F F B B B B,92
7,3.0,350, D D R R R R L L L L F F F F B B B B,87
7,3.0,450, D D' R R R R L L L L F F F F B B B B,86
7,3.0,550, R R R R L L L L F F F F B B B B,81
8,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
8,0.25,150, U U D D D D R R R U R L L L L F F F F B B B B,95
8,0.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,0.25,350, D D R R R R L L L L F F F F B B B B,87
8,0.25,450, D D' R R R R L L L L F F F F B B B B,86
8,0.25,550, R R R R L L L L F F F F B B B B,81
8,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
8,0.5,150, U U D D D D R R R U R L L L L F F F F B B B B,95
8,0.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,0.5,350, D D R R R R L L L L F F F F B B B B,87
8,0.5,450, D D' R R R R L L L L F F F F B B B B,86
8,0.5,550, R R R R L L L L F F F F B B B B,81
8,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
8,0.75,150, U U D D D D R R R U R L L L L F F F F B B B B,95
8,0.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,0.75,350, D D R R R R L L L L F F F F B B B B,87
8,0.75,450, D D' R R R R L L L L F F F F B B B B,86
8,0.75,550, R R R R L L L L F F F F B B B B,81
8,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
8,1.0,150, U U D D D D R R R U R L L L L F F F F B B B B,95
8,1.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.0,350, D D R R R R L L L L F F F F B B B B,87
8,1.0,450, D D' R R R R L L L L F F F F B B B B,86
8,1.0,550, R R R R L L L L F F F F B B B B,81
8,1.25,50, U U D D U D D R R R R L L L L F F F F B B B B,95
8,1.25,150, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.25,350, D D R R R R L L L L F F F F B B B B,87
8,1.25,450, D D' R R R R L L L L F F F F B B B B,86
8,1.25,550, R R R R L L L L F F F F B B B B,81
8,1.5,50, U U D D D U D R R R R L L L L F F F F B B B B,95
8,1.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.5,350, D D R R R R L L L L F F F F B B B B,87
8,1.5,450, D D' R R R R L L L L F F F F B B B B,86
8,1.5,550, R R R R L L L L F F F F B B B B,81
8,1.75,50, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,1.75,350, D D R R R R L L L L F F F F B B B B,87
8,1.75,450, D D' R R R R L L L L F F F F B B B B,86
8,1.75,550, R R R R L L L L F F F F B B B B,81
8,2.0,50, U U D D D D R R R R L L L L F F F F B B B B,97
8,2.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
8,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
8,2.0,350, D D R R R R L L L L F F F F B B B B,87
8,2.0,450, D D' R R R R L L L L F F F F B B B B,86
8,2.0,550, R R R R L L L L F F F F B B B B,81
8,2.25,50, U D D D D R R R R L L L L F F F F B B B B,94
8,2.25,150, U D D D D R R R R L L L L F F F F B B B B,94
8,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
8,2.25,350, D D R R R R L L L L F F F F B B B B,87
8,2.25,450, D D' R R R R L L L L F F F F B B B B,86
8,2.25,550, R R R R L L L L F F F F B B B B,81
8,2.5,50, U D D D D R R R R L L L L F F F F B B B B,94
8,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
8,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
8,2.5,350, D D R R R R L L L L F F F F B B B B,87
8,2.5,450, D D' R R R R L L L L F F F F B B B B,86
8,2.5,550, R R R R L L L L F F F F B B B B,81
8,2.75,50, D D D D R R R R L L L L F F F F B B B B,92
8,2.75,150, D D D D R R R R L L L L F F F F B B B B,92
8,2.75,250, D D D D R R R R L L L L F F F F B B B B,92
8,2.75,350, D D R R R R L L L L F F F F B B B B,87
8,2.75,450, D D' R R R R L L L L F F F F B B B B,86
8,2.75,550, R R R R L L L L F F F F B B B B,81
8,3.0,50, D D D D R R R R L L L L F F F F B B B B,92
8,3.0,150, D D D D R R R R L L L L F F F F B B B B,92
8,3.0,250, D D D D R R R R L L L L F F F F B B B B,92
8,3.0,350, D D' R R R R L L L L F F F F B B B B,86
8,3.0,450, D D' R R R R L L L L F F F F B B B B,86
8,3.0,550, R R R R L L L L F F F F B B B B,81
9,0.25,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
9,0.25,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.25,350, D D' R R R R L L L L F F F F B B B B,86
9,0.25,450, D D' R R R R L L L L F F F F B B B B,86
9,0.25,550, R R R R L L L L F F F F B B B B,81
9,0.5,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
9,0.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.5,350, D D' R R R R L L L L F F F F B B B B,86
9,0.5,450, D D' R R R R L L L L F F F F B B B B,86
9,0.5,550, R R R R L L L L F F F F B B B B,81
9,0.75,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
9,0.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,0.75,350, D D' R R R R L L L L F F F F B B B B,86
9,0.75,450, D D' R R R R L L L L F F F F B B B B,86
9,0.75,550, R R R R L L L L F F F F B B B B,81
9,1.0,50, U U U U D D D D R R R R L L L L F F F F B B B B,99
9,1.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.0,350, D D' R R R R L L L L F F F F B B B B,86
9,1.0,450, D D' R R R R L L L L F F F F B B B B,86
9,1.0,550, R R R R L L L L F F F F B B B B,81
9,1.25,50, U U D D U D D R R R R L L L L F F F F B B B B,95
9,1.25,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.25,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.25,350, D D' R R R R L L L L F F F F B B B B,86
9,1.25,450, D D' R R R R L L L L F F F F B B B B,86
9,1.25,550, R R R R L L L L F F F F B B B B,81
9,1.5,50, U U D D D U D R R R R L L L L F F F F B B B B,95
9,1.5,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.5,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.5,350, D D' R R R R L L L L F F F F B B B B,86
9,1.5,450, D D' R R R R L L L L F F F F B B B B,86
9,1.5,550, R R R R L L L L F F F F B B B B,81
9,1.75,50, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.75,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.75,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,1.75,350, D D' R R R R L L L L F F F F B B B B,86
9,1.75,450, D D' R R R R L L L L F F F F B B B B,86
9,1.75,550, R R R R L L L L F F F F B B B B,81
9,2.0,50, U U D D D D R R R R L L L L F F F F B B B B,97
9,2.0,150, U U D D D D R R R R L L L L F F F F B B B B,97
9,2.0,250, U U D D D D R R R R L L L L F F F F B B B B,97
9,2.0,350, D D' R R R R L L L L F F F F B B B B,86
9,2.0,450, D D' R R R R L L L L F F F F B B B B,86
9,2.0,550, R R R R L L L L F F F F B B B B,81
9,2.25,50, U D D D D R R R R L L L L F F F F B B B B,94
9,2.25,150, U D D D D R R R R L L L L F F F F B B B B,94
9,2.25,250, U D D D D R R R R L L L L F F F F B B B B,94
9,2.25,350, D D' R R R R L L L L F F F F B B B B,86
9,2.25,450, D D' R R R R L L L L F F F F B B B B,86
9,2.25,550, R R R R L L L L F F F F B B B B,81
9,2.5,50, U D D D D R R R R L L L L F F F F B B B B,94
9,2.5,150, U D D D D R R R R L L L L F F F F B B B B,94
9,2.5,250, U D D D D R R R R L L L L F F F F B B B B,94
9,2.5,350, D D' R R R R L L L L F F F F B B B B,86
9,2.5,450, D D' R R R R L L L L F F F F B B B B,86
9,2.5,550, R R R R L L L L F F F F B B B B,81
9,2.75,50, D D D D R R R R L L L L F F F F B B B B,92
9,2.75,150, D D D D R R R R L L L L F F F F B B B B,92
9,2.75,250, D D D D R R R R L L L L F F F F B B B B,92
9,2.75,350, D D' R R R R L L L L F F F F B B B B,86
9,2.75,450, D D' R R R R L L L L F F F F B B B B,86
9,2.75,550, R R R R L L L L F F F F B B B B,81
9,3.0,50, D D R R R R L L L L F F F F B B B B,87
9,3.0,150, D D R R R R L L L L F F F F B B B B,87
9,3.0,250, D D R R R R L L L L F F F F B B B B,87
9,3.0,350, D D' R R R R L L L L F F F F B B B B,86
9,3.0,450, D D' R R R R L L L L F F F F B B B B,86
9,3.0,550, R R R R L L L L F F F F B B B B,81
